"epoch","_value"
115910,6.09
115910,5.03
115910,3.77
115910,3.32
115910,2.94
115910,5.72
115910,4.14
115910,6.81
115910,4.20
115910,2.78
115910,4.97
115910,5.93
115910,4.11
115910,5.86
115910,4.54
115910,6.36
115910,12.5
115910,5.96
115910,9.46
115911,1.61
115911,4.38
115911,2.76
115911,4.11
115911,1.23
115911,5.62
115911,1.59
115911,7.38
115911,3.05
115911,8.97
115911,3.89
115911,4.91
115911,5.78
115911,4.23
115911,6.79
115911,1.60
115911,5.07
115911,3.33
115911,1.71
115911,9.61
115911,1.81
115911,86.3
115911,4.70
115911,1.97
115911,4.36
115911,3.46
115911,2.93
115911,4.23
115911,2.17
115911,5.73
115911,3.08
115911,5.48
115911,5.02
115911,2.74
115911,6.60
115911,2.70
115911,4.11
115911,3.84
115911,2.24
115911,4.81
115911,5.46
115911,5.98
115911,3.40
115911,6.45
115911,5.04
115911,3.34
115911,3.65
115911,3.04
115911,4.80
115911,6.18
115911,3.93
115911,8.61
115911,3.00
115911,1.03
115911,4.97
115911,4.70
115911,4.47
115911,2.60
115911,2.97
115911,6.46
115911,4.97
115911,7.26
115911,4.31
115911,7.37
115911,8.95
115911,8.20
115911,11.8
115911,16.7
115911,4.36
115911,7.49
115911,5.68
115911,9.21
115911,4.31
115911,2.79
115911,6.10
115911,7.26
115911,1.94
115911,0.853
115911,6.00
115911,3.90
115911,8.20
115911,5.06
115911,37.6
115911,4.10
115911,4.31
115911,6.35
115911,4.90
115911,5.46
115911,4.38
115911,4.99
115911,3.74
115911,3.15
115911,7.34
115911,3.26
115911,2.94
115911,7.42
115911,10.6
115911,7.33
115911,7.39
115911,6.03
115911,12.1
115911,13.5
115911,7.69
115911,12.3
115911,21.4
115911,9.75
115911,3.88
115911,6.15
115911,10.0
115911,5.91
115911,6.88
115911,10.0
115911,3.63
115911,8.46
115911,5.71
115911,7.23
115911,3.88
115911,4.85
115911,10.2
115911,7.79
115911,4.67
115911,4.10
115911,8.19
115911,5.89
115911,1.63
115911,5.49
115911,5.00
115911,1.64
115911,5.83
115911,3.94
115911,7.48
115911,5.75
115911,4.90
115911,6.03
115911,4.08
115911,80.8
115911,8.83
115911,5.65
115911,6.61
115911,7.30
115911,3.38
115911,5.45
115911,4.80
115911,12.2
115911,4.65
115911,3.90
115911,5.84
115911,9.57
115911,7.31
115911,6.39
115911,4.18
115911,4.91
115911,3.50
115911,9.53
115911,5.50
115911,10.1
115911,19.0
115911,3.60
115911,8.80
115911,3.12
115911,5.36
115911,6.92
115911,6.64
115911,9.53
115911,1.94
115911,2.13
115911,6.20
115911,3.58
115911,5.07
115911,3.41
115911,9.91
115911,4.63
115911,4.17
115911,5.65
115911,3.74
115911,3.70
115911,7.47
115911,5.72
115911,9.83
115911,4.09
115912,4.71
115912,8.39
115912,6.43
115912,2.20
115912,4.12
115912,8.40
115912,8.03
115912,6.03
115912,3.69
115912,8.68
115912,3.16
115912,4.73
115912,6.38
115912,3.64
115912,8.45
115912,5.75
115912,0.774
115912,9.21
115912,3.74
115912,7.28
115912,28.6
115912,9.37
115912,3.97
115912,5.66
115912,2.90
115912,4.38
115912,7.18
115912,4.46
115912,3.35
115912,5.09
115912,6.66
115912,3.62
115912,6.20
115912,6.29
115912,3.65
115912,4.86
115912,5.95
115912,7.55
115912,8.10
115912,10.0
115912,5.42
115912,6.47
115912,7.13
115912,4.19
115912,8.19
115912,6.48
115912,4.47
115912,10.1
115912,6.65
115912,2.88
115912,8.34
115912,7.66
115912,7.33
115912,5.27
115912,6.47
115912,5.11
115912,5.23
115912,6.34
115912,9.01
115912,8.75
115912,7.01
115912,4.52
115912,3.01
115912,3.06
115912,5.50
115912,5.71
115912,6.91
115912,3.55
115912,6.34
115912,4.79
115912,6.89
115912,7.40
115912,8.18
115912,6.06
115912,14.2
115912,1.30
115912,3.09
115912,9.49
115912,9.41
115912,5.48
115912,9.01
115912,7.37
115912,16.6
115912,4.36
115912,13.4
115912,10.6
115912,6.51
115912,8.71
115912,14.8
115912,6.87
115912,2.26
115912,6.42
115912,7.12
115912,5.03
115912,9.39
115912,6.76
115912,7.88
115912,7.69
115912,4.22
115912,6.45
115912,11.1
115912,5.46
115912,7.16
115912,3.34
115912,3.29
115912,14.7
115912,9.10
115912,14.8
115912,1.91
115912,13.9
115912,4.38
115912,9.37
115912,7.09
115912,19.9
115912,3.42
115912,5.98
115912,1.67
115912,4.70
115912,18.7
115912,14.8
115912,9.27
115912,13.9
115912,6.13
115912,18.8
115912,13.4
115912,4.89
115912,5.20
115912,1.93
115912,6.29
115912,12.1
115912,6.97
115912,7.70
115912,2.73
115912,6.08
115912,9.17
115912,9.24
115912,4.60
115912,6.45
115912,5.06
115912,5.74
115912,4.00
115912,4.33
115912,6.25
115912,6.02
115912,19.9
115912,4.02
115912,5.90
115912,4.83
115912,3.88
115912,7.82
115912,4.87
115912,6.78
115912,2.86
115912,4.19
115912,4.60
115912,3.42
115912,19.4
115912,5.47
115912,3.13
115912,7.07
115912,4.79
115912,8.06
115912,4.02
115912,2.37
115912,5.30
115912,3.52
115912,3.73
115912,6.71
115912,3.26
115912,9.99
115912,4.90
115912,2.43
115912,6.79
115912,4.54
115912,5.53
115912,33.8
115912,4.33
115912,7.62
115912,7.14
115912,5.14
115913,3.33
115913,2.75
115913,3.15
115913,7.58
115913,5.37
115913,5.30
115913,5.50
115913,5.72
115913,7.98
115913,5.29
115913,5.36
115913,6.96
115913,7.92
115913,3.97
115913,4.82
115913,4.14
115913,12.0
115913,8.65
115913,4.64
115913,2.83
115913,7.48
115913,6.71
115913,4.44
115913,1.47
115913,3.96
115913,0.593
115913,3.79
115913,3.66
115913,11.8
115913,3.40
115913,6.71
115913,6.40
115913,3.75
115913,3.56
115913,14.6
115913,3.81
115913,6.08
115913,4.17
115913,3.65
115913,13.7
115913,4.21
115913,3.60
115913,5.23
115913,20.5
115913,7.63
115913,4.46
115913,3.15
115913,5.44
115913,3.94
115913,2.60
115913,4.82
115913,7.28
115913,10.3
115913,8.39
115913,8.58
115913,5.68
115913,6.66
115913,7.26
115913,7.58
115913,5.96
115913,5.12
115913,8.98
115913,3.94
115913,8.65
115913,2.51
115913,6.89
115913,3.15
115913,9.10
115913,5.74
115913,3.95
115913,10.1
115913,4.33
115913,5.85
115913,8.62
115913,12.8
115913,8.19
115913,3.12
115913,4.23
115913,5.86
115913,14.9
115913,3.26
115913,6.26
115913,6.57
115913,5.56
115913,13.7
115913,8.32
115913,4.00
115913,6.58
115913,11.8
115913,2.73
115913,3.51
115913,4.55
115913,2.28
115913,14.3
115913,11.9
115913,3.32
115913,4.20
115913,10.2
115913,13.4
115913,5.69
115913,6.97
115913,8.48
115913,7.74
115913,4.20
115913,4.55
115913,1.78
115913,3.82
115913,6.51
115913,1.72
115913,5.81
115913,1.66
115913,3.64
115913,3.94
115913,4.83
115913,2.47
115913,3.14
115913,3.11
115913,4.30
115913,5.04
115913,15.1
115913,1.52
115913,7.53
115913,5.29
115913,2.33
115913,4.24
115913,1.70
115913,2.41
115913,9.60
115913,7.70
115913,3.99
115913,5.47
115913,21.3
115913,5.99
115913,10.1
115913,4.72
115913,5.26
115913,7.62
115913,3.84
115913,3.49
115913,2.76
115913,6.43
115913,2.95
115913,1.81
115913,5.04
115913,0.410
115913,6.43
115913,5.48
115913,2.98
115913,3.70
115913,4.03
115913,2.47
115913,10.5
115913,2.27
115913,4.91
115913,5.28
115913,5.34
115913,4.84
115913,7.71
115913,3.56
115913,10.2
115913,6.41
115913,10.2
115913,6.54
115913,9.35
115913,11.6
115913,6.75
115913,3.48
115913,3.25
115913,5.16
115913,5.10
115913,2.83
115913,2.91
115913,4.43
115913,11.2
115913,9.22
115913,7.29
115913,7.90
115913,7.44
115913,3.21
115913,6.94
115914,9.89
115914,2.52
115914,9.58
115914,8.16
115914,2.04
115914,11.8
115914,3.43
115914,9.74
115914,7.12
115914,1.99
115914,4.48
115914,3.71
115914,2.49
115914,2.76
115914,8.74
115914,2.28
115914,3.31
115914,3.59
115914,4.02
115914,3.46
115914,5.43
115914,3.71
115914,5.12
115914,9.31
115914,7.02
115914,4.42
115914,4.78
115914,5.12
115914,5.65
115914,2.03
115914,3.28
115914,3.02
115914,3.04
115914,4.03
115914,7.25
115914,6.04
115914,1.96
115914,3.05
115914,8.28
115914,12.1
115914,4.89
115914,11.0
115914,4.75
115914,1.07
115914,6.61
115914,6.00
115914,4.17
115914,3.22
115914,4.67
115914,7.79
115914,1.39
115914,6.73
115914,2.70
115914,13.7
115914,3.67
115914,6.75
115914,5.26
115914,2.65
115914,4.21
115914,5.92
115914,3.56
115914,5.49
115914,6.26
115914,3.20
115914,3.00
115914,4.53
115914,3.45
115914,3.89
115914,3.55
115914,4.11
115914,3.23
115914,4.41
115914,2.93
115914,1.23
115914,6.68
115914,3.19
115914,5.41
115914,4.97
115914,4.80
115914,3.50
115914,3.74
115914,7.04
115914,7.41
115914,2.42
115914,3.17
115914,7.93
115914,3.91
115914,3.97
115914,4.38
115914,6.66
115914,4.22
115914,1.91
115914,2.85
115914,3.23
115914,7.12
115914,8.56
115914,3.63
115914,6.28
115914,8.38
115914,4.48
115914,5.02
115914,6.95
115914,4.81
115914,5.29
115914,5.47
115914,6.62
115914,5.89
115914,4.65
115914,7.67
115914,7.11
115914,7.94
115914,20.5
115914,6.79
115914,3.85
115914,3.56
115914,5.85
115914,7.37
115914,6.01
115914,5.96
115914,6.11
115914,4.20
115914,4.71
115914,7.87
115914,2.54
115914,7.09
115914,8.76
115914,3.48
115914,93.6
115914,98.0
115914,6.70
115914,94.3
115914,9.64
115914,98.0
115914,97.4
115914,96.6
115914,45.7
115914,97.8
115914,96.6
115914,78.9
115914,95.0
115914,33.7
115914,93.1
115914,6.92
115914,91.9
115914,10.6
115914,89.3
115914,38.3
115914,94.5
115914,41.1
115914,90.6
115914,75.9
115914,86.2
115914,28.4
115914,83.3
115914,31.8
115914,85.3
115914,40.0
115914,77.0
115914,54.2
115914,68.1
115914,80.7
115914,87.4
115914,16.3
115914,77.5
115914,49.4
115914,77.4
115914,79.1
115914,71.6
115914,63.5
115914,74.4
115914,79.3
115914,67.0
115914,68.3
115914,76.2
115914,76.1
115914,67.1
115914,70.9
115914,69.7
115914,83.4
115914,76.9
115915,71.8
115915,81.0
115915,71.4
115915,76.8
115915,53.5
115915,88.6
115915,50.2
115915,96.3
115915,35.9
115915,89.3
115915,41.7
115915,92.3
115915,76.6
115915,98.6
115915,98.5
115915,85.7
115915,92.9
115915,91.0
115915,52.2
115915,80.4
115915,27.6
115915,81.2
115915,70.2
115915,84.2
115915,83.4
115915,95.8
115915,66.8
115915,86.4
115915,41.0
115915,69.7
115915,63.6
115915,68.1
115915,79.6
115915,74.2
115915,67.1
115915,81.2
115915,71.7
115915,78.5
115915,80.7
115915,97.7
115915,96.7
115915,75.9
115915,66.3
115915,80.5
115915,18.1
115915,80.0
115915,44.5
115915,73.8
115915,48.7
115915,76.8
115915,59.2
115915,84.8
115915,88.3
115915,74.6
115915,73.9
115915,78.3
115915,71.8
115915,75.3
115915,79.6
115915,74.3
115915,45.2
115915,68.5
115915,26.1
115915,70.8
115915,40.1
115915,71.0
115915,38.6
115915,79.0
115915,39.5
115915,74.2
115915,13.7
115915,62.2
115915,27.4
115915,82.2
115915,60.3
115915,67.7
115915,13.1
115915,69.8
115915,3.84
115915,54.2
115915,3.55
115915,62.6
115915,8.28
115915,62.9
115915,7.85
115915,70.4
115915,7.89
115915,30.4
115915,2.70
115915,4.75
115915,5.25
115915,7.13
115915,5.25
115915,4.75
115915,4.68
115915,4.74
115915,5.48
115915,1.14
115915,3.57
115915,5.64
115915,4.42
115915,2.83
115915,9.60
115915,5.65
115915,2.51
115915,7.02
115915,7.58
115915,4.44
115915,1.15
115915,4.84
115915,9.19
115915,7.18
115915,3.45
115915,3.41
115915,4.85
115915,2.75
115915,3.85
115915,1.48
115915,1.04
115915,2.84
115915,8.41
115915,6.55
115915,13.0
115915,12.4
115915,11.7
115915,7.10
115915,7.90
115915,4.97
115915,6.00
115915,5.74
115915,3.17
115915,4.53
115915,4.26
115915,5.48
115915,2.74
115915,6.49
115915,5.62
115915,3.02
115915,4.27
115915,1.98
115915,4.21
115915,6.86
115915,6.77
115915,5.29
115915,5.85
115915,5.13
115915,4.16
115915,6.98
115915,1.54
115915,10.3
115915,3.08
115915,4.56
115915,3.18
115915,4.22
115915,10.4
115915,5.19
115915,3.43
115915,7.33
115915,8.69
115915,40.3
115915,6.13
115915,7.87
115915,4.47
115915,3.81
115915,4.99
115915,2.93
115915,5.49
115915,4.98
115915,5.10
115915,1.80
115915,1.59
115915,11.2
115915,3.21
115915,4.62
115915,5.03
115915,1.17
115915,2.34
115915,5.58
115915,4.82
115915,5.47
115916,4.31
115916,5.74
115916,5.42
115916,3.74
115916,1.60
115916,11.1
115916,5.58
115916,2.19
115916,3.63
115916,3.91
115916,3.79
115916,5.91
115916,2.84
115916,2.53
115916,1.30
115916,5.52
115916,6.98
115916,3.05
115916,4.93
115916,5.98
115916,8.34
115916,6.15
115916,2.21
115916,4.00
115916,2.47
115916,5.14
115916,4.83
115916,7.77
115916,4.40
115916,4.70
115916,4.50
115916,4.09
115916,5.97
115916,3.48
115916,10.9
115916,5.69
115916,8.31
115916,3.22
115916,4.09
115916,6.57
115916,3.90
115916,4.57
115916,5.38
115916,6.26
115916,6.56
115916,1.28
115916,4.48
115916,4.25
115916,6.77
115916,2.51
115916,3.86
115916,2.93
115916,4.64
115916,9.11
115916,4.66
115916,3.03
115916,2.55
115916,4.33
115916,3.46
115916,6.65
115916,2.08
115916,4.08
115916,5.09
115916,14.7
115916,4.49
115916,1.91
115916,7.39
115916,10.8
115916,4.68
115916,1.68
115916,5.72
115916,3.91
115916,4.18
115916,4.12
115916,3.76
115916,4.13
115916,2.13
115916,5.05
115916,3.25
115916,3.67
115916,4.05
115916,3.13
115916,3.88
115916,7.08
115916,4.61
115916,4.24
115916,4.51
115916,6.52
115916,6.83
115916,3.97
115916,5.53
115916,7.25
115916,5.45
115916,6.01
115916,5.81
115916,5.52
115916,4.06
115916,2.83
115916,7.53
115916,2.59
115916,5.70
115916,4.97
115916,6.41
115916,5.40
115916,8.52
115916,6.73
115916,2.91
115916,6.38
115916,10.5
115916,6.14
115916,6.56
115916,11.9
115916,6.93
115916,8.84
115916,5.98
115916,5.90
115916,2.79
115916,4.31
115916,7.18
115916,8.21
115916,7.67
115916,3.93
115916,5.92
115916,5.84
115916,4.47
115916,6.75
115916,6.11
115916,5.04
115916,3.94
115916,8.62
115916,3.38
115916,2.68
115916,4.47
115916,1.09
115916,3.69
115916,5.71
115916,7.07
115916,1.92
115916,0.971
115916,3.91
115916,6.29
115916,6.33
115916,1.93
115916,4.59
115916,8.03
115916,4.51
115916,2.25
115916,3.10
115916,6.11
115916,6.08
115916,4.76
115916,2.61
115916,6.33
115916,4.79
115916,1.60
115916,4.03
115916,2.29
115916,4.27
115916,2.07
115916,5.09
115916,4.04
115916,3.97
115916,3.51
115916,5.25
115916,4.78
115916,5.78
115916,1.77
115916,3.22
115916,2.86
115916,9.48
115916,3.82
115916,6.88
115916,9.69
115916,6.75
115916,4.06
115916,5.37
115916,6.09
115916,5.54
115916,4.23
115916,9.62
115917,4.61
115917,7.71
115917,6.77
115917,3.19
115917,4.95
115917,7.63
115917,12.9
115917,28.1
115917,12.7
115917,3.11
115917,11.3
115917,6.32
115917,11.7
115917,5.66
115917,8.82
115917,10.4
115917,4.03
115917,3.28
115917,2.37
115917,10.6
115917,1.43
115917,4.40
115917,3.56
115917,9.56
115917,5.89
115917,7.54
115917,4.21
115917,5.94
115917,6.86
115917,7.97
115917,6.24
115917,2.79
115917,4.85
115917,4.96
115917,3.99
115917,4.48
115917,4.25
115917,4.27
115917,2.22
115917,2.55
115917,7.10
115917,5.34
115917,8.20
115917,4.48
115917,4.48
115917,3.59
115917,6.51
115917,12.3
115917,4.00
115917,3.56
115917,3.36
115917,3.70
115917,26.4
115917,2.71
115917,6.65
115917,5.24
115917,4.43
115917,3.84
115917,5.92
115917,4.53
115917,5.06
115917,55.8
115917,35.6
115917,3.67
115917,2.35
115917,2.33
115917,1.47
115917,2.02
115917,3.28
115917,3.91
115917,4.07
115917,7.30
115917,4.95
115917,2.97
115917,2.26
115917,4.69
115917,6.51
115917,3.85
115917,6.26
115917,4.55
115917,0.912
115917,0.468
115917,5.01
115917,3.58
115917,6.43
115917,8.94
115917,7.50
115917,5.70
115917,5.07
115917,6.41
115917,6.50
115917,6.49
115917,5.24
115917,6.80
115917,6.19
115917,8.98
115917,10.9
115917,8.49
115917,11.4
115917,6.62
115917,9.94
115917,9.58
115917,10.2
115917,11.9
115917,12.0
115917,3.77
115917,9.19
115917,11.3
115917,9.11
115917,9.37
115917,8.52
115917,6.55
115917,13.4
115917,7.04
115917,7.48
115917,5.43
115917,9.00
115917,10.2
115917,13.1
115917,9.31
115917,2.69
115917,4.36
115917,11.4
115917,9.33
115917,5.11
115917,3.47
115917,9.55
115917,10.6
115917,9.68
115917,6.80
115917,6.51
115917,8.47
115917,7.41
115917,8.02
115917,10.6
115917,8.14
115917,3.54
115917,5.26
115917,11.3
115917,15.2
115917,9.93
115917,10.8
115917,11.6
115917,6.05
115917,15.7
115917,8.55
115917,7.22
115917,7.95
115917,4.39
115917,8.92
115917,4.85
115917,12.0
115917,3.45
115917,9.39
115917,11.2
115917,11.7
115917,9.91
115917,11.7
115917,5.71
115917,9.69
115917,5.28
115917,6.59
115917,13.0
115917,12.3
115917,6.19
115917,8.44
115917,5.63
115917,5.19
115917,2.78
115917,7.16
115917,11.0
115917,8.28
115917,10.6
115917,9.25
115917,17.5
115917,15.1
115917,95.2
115917,97.8
115917,6.37
115917,98.0
115918,28.7
115918,94.4
115918,24.8
115918,96.5
115918,16.0
115918,93.8
115918,15.8
115918,95.6
115918,20.7
115918,88.1
115918,31.7
115918,91.7
115918,5.91
115918,89.8
115918,23.7
115918,77.1
115918,73.2
115918,93.9
115918,17.6
115918,76.9
115918,54.2
115918,79.8
115918,41.5
115918,77.0
115918,18.8
115918,73.5
115918,17.8
115918,73.1
115918,29.3
115918,78.6
115918,13.5
115918,76.0
115918,23.7
115918,82.3
115918,5.09
115918,77.4
115918,7.11
115918,69.6
115918,13.2
115918,63.2
115918,17.4
115918,72.4
115918,10.6
115918,19.7
115918,8.88
115918,14.9
115918,9.70
115918,7.03
115918,10.7
115918,11.1
115918,15.6
115918,9.19
115918,15.6
115918,12.4
115918,9.86
115918,10.0
115918,8.81
115918,6.85
115918,8.53
115918,5.93
115918,5.63
115918,11.5
115918,15.5
115918,5.74
115918,12.0
115918,6.12
115918,11.4
115918,11.5
115918,14.5
115918,7.21
115918,7.07
115918,13.0
115918,11.2
115918,15.9
115918,13.6
115918,12.4
115918,11.5
115918,7.27
115918,7.34
115918,8.58
115918,92.8
115918,7.24
115918,9.97
115918,5.68
115918,10.4
115918,60.4
115918,10.1
115918,11.5
115918,12.3
115918,8.44
115918,7.31
115918,6.33
115918,11.6
115918,9.81
115918,15.2
115918,22.7
115918,22.3
115918,12.6
115918,25.9
115918,17.6
115918,16.8
115918,12.3
115918,14.8
115918,15.2
115918,11.7
115918,21.1
115918,12.9
115918,16.5
115918,16.1
115918,19.9
115918,99.7
115918,98.6
115918,47.7
115918,98.8
115918,39.6
115918,96.6
115918,54.3
115918,92.8
115918,76.7
115918,97.7
115918,24.9
115918,93.6
115918,37.2
115918,96.1
115918,34.5
115918,86.3
115918,78.1
115918,94.8
115918,30.0
115918,91.6
115918,68.0
115918,87.6
115918,57.1
115918,82.8
115918,42.5
115918,90.8
115918,11.7
115918,84.8
115918,13.7
115918,80.1
115918,12.4
115918,75.2
115918,14.9
115918,80.4
115918,7.55
115918,76.2
115918,21.8
115918,76.5
115918,15.3
115918,76.5
115918,16.6
115918,79.7
115918,9.78
115918,52.4
115918,17.3
115918,16.9
115918,15.3
115918,14.0
115918,13.2
115918,11.5
115918,12.8
115918,13.0
115918,14.4
115918,12.7
115918,11.1
115918,11.9
115918,12.7
115918,10.7
115918,10.4
115918,16.3
115918,11.6
115918,18.3
115918,10.7
115918,15.6
115918,11.8
115918,13.1
115918,15.7
115918,16.6
115918,11.0
115918,17.9
115919,12.6
115919,14.3
115919,11.5
115919,13.7
115919,13.7
115919,14.3
115919,13.2
115919,12.6
115919,14.3
115919,14.7
115919,14.2
115919,22.8
115919,14.8
115919,18.5
115919,17.7
115919,17.5
115919,15.9
115919,10.6
115919,13.4
115919,10.4
115919,21.1
115919,12.2
115919,12.6
115919,14.3
115919,20.1
115919,12.2
115919,12.0
115919,13.9
115919,18.0
115919,13.9
115919,19.0
115919,11.8
115919,13.0
115919,12.2
115919,15.6
115919,14.6
115919,20.2
115919,11.3
115919,16.1
115919,13.5
115919,13.2
115919,14.9
115919,22.0
115919,96.1
115919,27.7
115919,17.4
115919,94.9
115919,27.4
115919,13.0
115919,12.7
115919,12.6
115919,16.1
115919,11.4
115919,12.8
115919,14.3
115919,12.1
115919,12.6
115919,11.5
115919,15.0
115919,19.6
115919,11.2
115919,10.9
115919,21.6
115919,12.6
115919,14.1
115919,15.4
115919,14.1
115919,11.8
115919,15.0
115919,14.8
115919,12.5
115919,16.7
115919,13.7
115919,11.3
115919,15.0
115919,17.3
115919,16.3
115919,11.5
115919,13.8
115919,10.4
115919,12.3
115919,12.4
115919,17.3
115919,11.5
115919,13.8
115919,11.7
115919,10.6
115919,14.7
115919,15.3
115919,10.1
115919,10.3
115919,7.94
115919,16.6
115919,12.9
115919,13.9
115919,13.5
115919,20.8
115919,13.8
115919,13.0
115919,13.5
115919,12.9
115919,16.4
115919,20.3
115919,15.1
115919,19.2
115919,10.7
115919,18.9
115919,11.2
115919,9.42
115919,11.5
115919,12.4
115919,18.3
